pct_activo,centroide_x,centroide_y,extension_x,extension_y,ratio_extension,skew_x,skew_y,n_componentes,rojo_act,verde_act,azul_act,idx,etiqueta_id,subset,ancho,alto,n_canales,modo,bloque
0.7387152777777778,0.5473285105757932,0.36663728946337637,0.3765625,0.5527777777777778,0.6812185929648241,-0.2556424819284863,2.17646282549684,44,167.34959411621094,109.97356414794922,66.31022644042969,0,5,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7256944444444444,0.5496159165669856,0.366949096225412,0.3765625,0.5555555555555556,0.6778125,-0.29159067297384283,2.1505050659241167,48,168.62440490722656,108.238037109375,66.63875579833984,1,6,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7335069444444444,0.5416605029585799,0.37619493754109135,0.378125,0.7388888888888889,0.5117481203007518,-0.15197558767243552,2.59746315210754,49,163.8976287841797,114.11183166503906,70.81065368652344,2,1,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.6861979166666666,0.5448756720430108,0.3623778902241901,0.3765625,0.5722222222222222,0.6580703883495146,-0.19869270197075142,2.1757903563849545,44,163.91461181640625,114.2061996459961,70.47438049316406,3,9,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7152777777777778,0.5442050970873786,0.3689168689320388,0.3765625,0.55,0.6846590909090909,-0.20407044805514576,2.13992355172151,45,165.85922241210938,111.95509338378906,68.74514770507812,4,3,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7026909722222222,0.5406414067325509,0.36849392629194977,0.3765625,0.5472222222222223,0.6881345177664975,-0.13344130601858614,2.1373562302868945,47,164.39036560058594,114.72946166992188,70.36195373535156,5,2,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7048611111111112,0.5469981527093596,0.36379481390257257,0.375,0.5666666666666667,0.6617647058823529,-0.241247968966746,2.160404986539121,50,165.81649780273438,111.6921157836914,68.6083755493164,6,8,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.7291666666666666,0.5473372395833334,0.36793981481481486,0.3765625,0.55,0.6846590909090909,-0.2516604702343324,2.164308273000887,46,168.0500030517578,109.25833129882812,67.03571319580078,7,4,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.703125,0.5471788194444445,0.365679012345679,0.375,0.5611111111111111,0.6683168316831684,-0.2511063709697866,2.1367839798872628,48,166.3629608154297,111.0234603881836,68.5999984741211,8,7,ABECEDARIO,640,360,3,RGB,B1 (1–9)
0.6979166666666666,0.5537313432835821,0.3665181039248203,0.3765625,0.5916666666666667,0.636443661971831,-0.2940620075497864,2.0731503500138695,49,167.0093231201172,109.87873077392578,68.125,9,28,ABECEDARIO,640,360,3,RGB,B2 (10–30)
0.7113715277777778,0.5542260906040268,0.3662649989831198,0.3765625,0.5944444444444444,0.6334696261682243,-0.2907480540558231,2.0729015919096767,48,167.26419067382812,109.6650390625,67.77547454833984,10,30,ABECEDARIO,640,360,3,RGB,B2 (10–30)
